kr_air_traffic_value_short,kr_air_traffic_value_short,fr_air_traffic_value_short,fr_air_traffic_value_short,kr_air_traffic_value_short,fr_air_traffic_value_short,fr_air_traffic_value_short,gb_air_traffic_value_short,gb_air_traffic_value_short,fr_air_traffic_value_short,de_nat_cons_yty_long,de_nat_cons_yty_long,de_nat_cons_yty_long,jp_air_traffic_value_short,fr_air_traffic_value_short,jp_air_traffic_value_short,gb_air_traffic_value_short
3488.95,3488.95,4412.16,4412.16,3488.95,4412.16,4412.16,4810.29,4810.29,4412.16,0.0236,0.0236,0.0236,3440.1,4412.16,3440.1,4810.29
3388.2799999999997,3388.2799999999997,4082.41,4082.41,3388.2799999999997,4082.41,4082.41,4695.165,4695.165,4082.41,0.0235,0.0235,0.0235,3282.95,4082.41,3282.95,4695.165
3287.61,3287.61,3963.46,3963.46,3287.61,3963.46,3963.46,4580.04,4580.04,3963.46,0.0212,0.0212,0.0212,3314.08,3963.46,3314.08,4580.04
3428.34,3428.34,3172.07,3172.07,3428.34,3172.07,3172.07,4512.56,4512.56,3172.07,0.0142,0.0142,0.0142,3320.57,3172.07,3320.57,4512.56
3209.05,3209.05,3118.61,3118.61,3209.05,3118.61,3118.61,3574.9,3574.9,3118.61,0.0121,0.0121,0.0121,3344.45,3118.61,3344.45,3574.9
3245.155,3245.155,3065.15,3065.15,3245.155,3065.15,3065.15,3397.77,3397.77,3065.15,0.01,0.01,0.01,3408.17,3065.15,3408.17,3397.77
3281.26,3281.26,2866.57,2866.57,3281.26,2866.57,2866.57,3349.58,3349.58,2866.57,0.010499999999999999,0.010499999999999999,0.010499999999999999,2872.8,2866.57,2872.8,3349.58
2691.12,2691.12,2224.55,2224.55,2691.12,2224.55,2224.55,3138.77,3138.77,2224.55,0.011,0.011,0.011,2302.42,2224.55,2302.42,3138.77
1341.45,1341.45,1582.5300000000002,1582.5300000000002,1341.45,1582.5300000000002,1582.5300000000002,1682.6,1682.6,1582.5300000000002,-0.0146,-0.0146,-0.0146,944.72,1582.5300000000002,944.72,1682.6
704.89,704.89,940.5100000000002,940.5100000000002,704.89,940.5100000000002,940.5100000000002,226.43,226.43,940.5100000000002,-0.0502,-0.0502,-0.0502,507.6,940.5100000000002,507.6,226.43
856.36,856.36,298.49,298.49,856.36,298.49,298.49,174.39,174.39,298.49,-0.0858,-0.0858,-0.0858,601.65,298.49,601.65,174.39
802.27,802.27,1008.3,1008.3,802.27,1008.3,1008.3,229.46,229.46,1008.3,-0.0878,-0.0878,-0.0878,738.585,1008.3,738.585,229.46
721.55,721.55,1445.57,1445.57,721.55,1445.57,1445.57,636.07,636.07,1445.57,-0.0597,-0.0597,-0.0597,875.52,1445.57,875.52,636.07
737.2,737.2,1550.46,1550.46,737.2,1550.46,1550.46,1192.11,1192.11,1550.46,-0.0307,-0.0307,-0.0307,858.43,1550.46,858.43,1192.11
803.0233333333333,803.0233333333333,1307.3400000000001,1307.3400000000001,803.0233333333333,1307.3400000000001,1307.3400000000001,1353.49,1353.49,1307.3400000000001,-0.0137,-0.0137,-0.0137,983.13,1307.3400000000001,983.13,1353.49
868.8466666666667,868.8466666666667,1064.22,1064.22,868.8466666666667,1064.22,1064.22,1181.88,1181.88,1064.22,-0.0138,-0.0138,-0.0138,1157.58,1064.22,1157.58,1181.88
934.67,934.67,821.1,821.1,934.67,821.1,821.1,918.4950000000001,918.4950000000001,821.1,-0.0351,-0.0351,-0.0351,1224.12,821.1,1224.12,918.4950000000001
878.645,878.645,773.27,773.27,878.645,773.27,773.27,655.11,655.11,773.27,-0.0686,-0.0686,-0.0686,1088.03,773.27,1088.03,655.11
822.62,822.62,725.44,725.44,822.62,725.44,725.44,510.27,510.27,725.44,-0.08505,-0.08505,-0.08505,763.71,725.44,763.71,510.27
754.8,754.8,738.94,738.94,754.8,738.94,738.94,440.42999999999995,440.42999999999995,738.94,-0.1015,-0.1015,-0.1015,968.93,738.94,968.93,440.42999999999995
889.35,889.35,775.91,775.91,889.35,775.91,775.91,370.59,370.59,775.91,-0.0864,-0.0864,-0.0864,1073.78,775.91,1073.78,370.59
886.26,886.26,940.17,940.17,886.26,940.17,940.17,434.05999999999995,434.05999999999995,940.17,-0.026800000000000004,-0.026800000000000004,-0.026800000000000004,1058.94,940.17,1058.94,434.05999999999995
922.09,922.09,1262.5,1262.5,922.09,1262.5,1262.5,497.53,497.53,1262.5,0.0328,0.0328,0.0328,1050.74,1262.5,1050.74,497.53
893.91,893.91,2045.33,2045.33,893.91,2045.33,2045.33,831.805,831.805,2045.33,0.0661,0.0661,0.0661,1042.54,2045.33,1042.54,831.805
927.91,927.91,2297.22,2297.22,927.91,2297.22,2297.22,1166.08,1166.08,2297.22,0.0516,0.0516,0.0516,1130.33,2297.22,1130.33,1166.08
917.95,917.95,2162.27,2162.27,917.95,2162.27,2162.27,1650.29,1650.29,2162.27,0.0349,0.0349,0.0349,1052.83,2162.27,1052.83,1650.29
889.96,889.96,2151.7,2151.7,889.96,2151.7,2151.7,1819.09,1819.09,2151.7,0.0416,0.0416,0.0416,1072.0,2151.7,1072.0,1819.09
963.74,963.74,1984.2849999999999,1984.2849999999999,963.74,1984.2849999999999,1984.2849999999999,1910.42,1910.42,1984.2849999999999,0.0524,0.0524,0.0524,1135.44,1984.2849999999999,1135.44,1910.42
934.19,934.19,1816.87,1816.87,934.19,1816.87,1816.87,1667.86,1667.86,1816.87,0.0632,0.0632,0.0632,1224.56,1816.87,1224.56,1667.86
970.65,970.65,1649.455,1649.455,970.65,1649.455,1649.455,1772.56,1772.56,1649.455,0.1174,0.1174,0.1174,1145.645,1649.455,1145.645,1772.56
968.07,968.07,1482.04,1482.04,968.07,1482.04,1482.04,1509.13,1509.13,1482.04,0.1501,0.1501,0.1501,1066.73,1482.04,1066.73,1509.13
974.53,974.53,1956.41,1956.41,974.53,1956.41,1956.41,1387.83,1387.83,1956.41,0.1328,0.1328,0.1328,1166.21,1956.41,1166.21,1387.83
1068.4,1068.4,2166.11,2166.11,1068.4,2166.11,2166.11,1908.29,1908.29,2166.11,0.1073,0.1073,0.1073,1207.495,2166.11,1207.495,1908.29
1060.54,1060.54,2449.04,2449.04,1060.54,2449.04,2449.04,2445.08,2445.08,2449.04,0.1075,0.1075,0.1075,1248.78,2449.04,1248.78,2445.08
1052.68,1052.68,2484.7200000000003,2484.7200000000003,1052.68,2484.7200000000003,2484.7200000000003,2569.33,2569.33,2484.7200000000003,0.10145,0.10145,0.10145,1264.07,2484.7200000000003,1264.07,2569.33
1119.85,1119.85,2520.4,2520.4,1119.85,2520.4,2520.4,2693.58,2693.58,2520.4,0.0954,0.0954,0.0954,1406.66,2520.4,1406.66,2693.58
1335.37,1335.37,2582.28,2582.28,1335.37,2582.28,2582.28,2683.92,2683.92,2582.28,0.0717,0.0717,0.0717,1435.3200000000002,2582.28,1435.3200000000002,2683.92
1497.01,1497.01,2417.34,2417.34,1497.01,2417.34,2417.34,2674.2599999999998,2674.2599999999998,2417.34,0.031149999999999997,0.031149999999999997,0.031149999999999997,1463.98,2417.34,1463.98,2674.2599999999998
1382.17,1382.17,2276.6,2276.6,1382.17,2276.6,2276.6,2664.6,2664.6,2276.6,-0.0094,-0.0094,-0.0094,1529.53,2276.6,1529.53,2664.6
1439.66,1439.66,2119.2174999999997,2119.2174999999997,1439.66,2119.2174999999997,2119.2174999999997,2379.355,2379.355,2119.2174999999997,-0.0128,-0.0128,-0.0128,1607.11,2119.2174999999997,1607.11,2379.355
1497.15,1497.15,1961.835,1961.835,1497.15,1961.835,1961.835,2094.11,2094.11,1961.835,-0.0246,-0.0246,-0.0246,1722.88,1961.835,1722.88,2094.11
1558.19,1558.19,1804.4524999999999,1804.4524999999999,1558.19,1804.4524999999999,1804.4524999999999,1993.93,1993.93,1804.4524999999999,-0.0255,-0.0255,-0.0255,1745.78,1804.4524999999999,1745.78,1993.93
1562.815,1562.815,1647.07,1647.07,1562.815,1647.07,1647.07,1952.17,1952.17,1647.07,-0.0112,-0.0112,-0.0112,1623.36,1647.07,1623.36,1952.17
1567.44,1567.44,1855.66,1855.66,1567.44,1855.66,1855.66,1826.87,1826.87,1855.66,0.0031,0.0031,0.0031,1765.78,1855.66,1765.78,1826.87
1714.45,1714.45,1931.2625,1931.2625,1714.45,1931.2625,1931.2625,2168.45,2168.45,1931.2625,0.0081,0.0081,0.0081,1778.36,1931.2625,1778.36,2168.45
1787.33,1787.33,2006.8650000000002,2006.8650000000002,1787.33,2006.8650000000002,2006.8650000000002,2076.03,2076.03,2006.8650000000002,-0.0027,-0.0027,-0.0027,1901.12,2006.8650000000002,1901.12,2076.03
1888.955,1888.955,2082.4675,2082.4675,1888.955,2082.4675,2082.4675,2248.13,2248.13,2082.4675,-0.0089,-0.0089,-0.0089,1858.87,2082.4675,1858.87,2248.13
1990.58,1990.58,2158.07,2158.07,1990.58,2158.07,2158.07,2225.02,2225.02,2158.07,-0.0151,-0.0151,-0.0151,1930.26,2158.07,1930.26,2225.02
2065.68,2065.68,2098.665,2098.665,2065.68,2098.665,2098.665,2305.04,2305.04,2098.665,0.0029,0.0029,0.0029,2001.65,2098.665,2001.65,2305.04
2194.55,2194.55,2039.26,2039.26,2194.55,2039.26,2039.26,2324.57,2324.57,2039.26,0.018,0.018,0.018,1983.42,2039.26,1983.42,2324.57
2153.39,2153.39,2030.01,2030.01,2153.39,2030.01,2030.01,2294.13,2294.13,2030.01,0.024,0.024,0.024,2074.95,2030.01,2074.95,2294.13
2145.65,2145.65,1697.15,1697.15,2145.65,1697.15,1697.15,2263.69,2263.69,1697.15,0.0263,0.0263,0.0263,1975.61,1697.15,1975.61,2263.69
1948.19,1948.19,1622.085,1622.085,1948.19,1622.085,1622.085,2069.0533333333333,2069.0533333333333,1622.085,0.0207,0.0207,0.0207,2034.49,1622.085,2034.49,2069.0533333333333
1981.78,1981.78,1547.02,1547.02,1981.78,1547.02,1547.02,1874.4166666666667,1874.4166666666667,1547.02,0.0328,0.0328,0.0328,1970.8600000000001,1547.02,1970.8600000000001,1874.4166666666667
2026.01,2026.01,1311.89,1311.89,2026.01,1311.89,1311.89,1679.78,1679.78,1311.89,0.0321,0.0321,0.0321,1907.23,1311.89,1907.23,1679.78
1932.7,1932.7,1674.76,1674.76,1932.7,1674.76,1674.76,1588.38,1588.38,1674.76,0.0212,0.0212,0.0212,2083.17,1674.76,2083.17,1588.38
2013.48,2013.48,1749.16,1749.16,2013.48,1749.16,1749.16,1839.6,1839.6,1749.16,0.0089,0.0089,0.0089,2040.47,1749.16,2040.47,1839.6
1988.35,1988.35,1810.4133333333334,1810.4133333333334,1988.35,1810.4133333333334,1810.4133333333334,1919.9033333333334,1919.9033333333334,1810.4133333333334,0.013999999999999999,0.013999999999999999,0.013999999999999999,2123.22,1810.4133333333334,2123.22,1919.9033333333334
2095.59,2095.59,1871.6666666666667,1871.6666666666667,2095.59,1871.6666666666667,1871.6666666666667,2000.2066666666667,2000.2066666666667,1871.6666666666667,0.0191,0.0191,0.0191,2056.8,1871.6666666666667,2056.8,2000.2066666666667
2066.83,2066.83,1932.92,1932.92,2066.83,1932.92,1932.92,2080.51,2080.51,1932.92,0.0242,0.0242,0.0242,2082.78,1932.92,2082.78,2080.51
2038.07,2038.07,1889.7350000000001,1889.7350000000001,2038.07,1889.7350000000001,1889.7350000000001,2097.22,2097.22,1889.7350000000001,0.0131,0.0131,0.0131,2062.29,1889.7350000000001,2062.29,2097.22
2020.3733333333332,2020.3733333333332,1846.55,1846.55,2020.3733333333332,1846.55,1846.55,2068.72,2068.72,1846.55,0.0037,0.0037,0.0037,2000.48,1846.55,2000.48,2068.72
2002.6766666666667,2002.6766666666667,1702.44,1702.44,2002.6766666666667,1702.44,1702.44,2013.04,2013.04,1702.44,0.0048,0.0048,0.0048,2094.25,1702.44,2094.25,2013.04
1984.98,1984.98,1558.33,1558.33,1984.98,1558.33,1558.33,1998.56,1998.56,1558.33,0.0088,0.0088,0.0088,1935.23,1558.33,1935.23,1998.56
1896.6,1896.6,1414.22,1414.22,1896.6,1414.22,1414.22,1754.59,1754.59,1414.22,0.007,0.007,0.007,1966.905,1414.22,1966.905,1754.59
1865.25,1865.25,1295.92,1295.92,1865.25,1295.92,1295.92,1592.45,1592.45,1295.92,-0.0015,-0.0015,-0.0015,1998.58,1295.92,1998.58,1592.45
1928.1,1928.1,1177.62,1177.62,1928.1,1177.62,1177.62,1548.12,1548.12,1177.62,-0.0019,-0.0019,-0.0019,1764.72,1177.62,1764.72,1548.12
1711.88,1711.88,1358.37,1358.37,1711.88,1358.37,1358.37,1543.35,1543.35,1358.37,-0.0012000000000000001,-0.0012000000000000001,-0.0012000000000000001,1873.4,1358.37,1873.4,1543.35
1683.22,1683.22,1549.6149999999998,1549.6149999999998,1683.22,1549.6149999999998,1549.6149999999998,1538.58,1538.58,1549.6149999999998,-0.0005,-0.0005,-0.0005,1998.53,1549.6149999999998,1998.53,1538.58
1654.56,1654.56,1740.86,1740.86,1654.56,1740.86,1740.86,1716.77,1716.77,1740.86,0.0002,0.0002,0.0002,2079.35,1740.86,2079.35,1716.77
